"X35S_0"	"X35S_3h"	"X35S_8h"	"BRN_0"	"BRN_3h"	"BRN_8h"	"GL2_0"	"GL2_3h"	"GL2_8h"	"GL2GL2_0"	"GL2GL2_3h"	"GL2GL2_8h"	"SCR_0"	"SCR_3h"	"SCR_8h"	"SCRSCR_0"	"SCRSCR_3h"	"SCRSCR_8h"	"SCRGL2_0"	"SCRGL2_3h"	"SCRGL2_8h"	"SHR_0"	"SHR_3h"	"SHR_8h"
"AT5G24710"	527.72	613.11	568.175	627.41	562.38	727.87	928.54	1041.325	869.045	687.35	690.23	542.89	643.745	689.47	749.295	565.205	593.915	636.94	637.09	693.54	658.47	597.41	615.025	651.085
"AT1G15210"	2012.595	2703.28	1954.095	2194.015	1911.385	3020.575	4660.665	6358.015	3961.725	1980.285	3034.465	3168.64	3418.095	3974.41	3936.385	2752.385	3467.72	3207.235	2689.68	3471.39	3028.775	1650.645	1920.105	1731.26
"AT3G05150"	356.055	316.725	283.865	192.945	245.915	244.445	493.15	777.055	869.905	205.06	316.645	343.98	676.79	630.125	565.995	234.74	272.23	396.385	264.17	391.215	304.435	30.735	27.775	38.065
"AT1G64330"	934.095	1061.245	1019.33	855.01	947.255	1010.345	1755.175	2659.655	2194.625	1288.12	1986.785	1811.205	1313.775	1698.705	1725.72	1235.835	1567.6	1469.64	851.045	1225.87	1039.71	934.665	1244.83	1150.085
"AT4G10840.2"	1595.41	2215.67	1760.515	1209.41	1288.125	1472.565	3185.785	4309.115	3959.705	2415.95	3229.99	3165.94	2576.37	2804.01	2511.84	1655.59	2094.27	2146.285	1489.32	1793.42	1808.635	2105.44	2675.685	2199.83
"AT1G14280"	180.02	186.755	110.645	67.735	53.3	83.94	226.075	442.635	385.405	174.86	279.955	206.555	197.58	390.295	333.035	88	166.41	155.3	89.98	190.25	143.935	149.93	240.875	217.96
"AT5G57340"	195.585	258.275	180.47	1093.555	1204.015	1071.685	219.155	295.145	271.255	535.175	885.925	618.505	82.66	131.765	117.305	210.8	158.72	172.935	210.3	247.62	203.48	231.25	290.605	307.97
"AT1G13190"	454.385	465.31	494.88	1047.395	1296.445	948.765	377.96	450.295	588.115	726.27	814.99	721.265	410.9	463.465	532.715	458.965	543.445	509.83	514.82	542.02	515.795	547.235	628.795	548.305
"AT3G17100"	1111.73	1039.25	1009.415	2170.29	2605.9	2078.995	1185.1	1356.325	1527.6	1970.195	1811.415	1847.88	1039.905	1368.41	1427.56	1329.335	1245.5	1239.295	1399.165	1271.065	1155.9	1386.71	1228.11	1391.195
"AT1G16170"	892.32	985.545	1065.36	1785.845	2112.495	1758.935	765.82	789.795	1008.425	1086.415	1228.56	1248.85	705.04	818.91	935.435	1058.495	1338.215	1254.955	780.86	799.495	722.305	725.01	695.095	805.2
"AT4G15160"	14582.675	13593.18	6393.965	95595.065	62552.155	64922.8	53026.965	34797.805	20245.97	46793.69	30155.35	15615.515	619.29	409.545	376.33	582.775	525.665	534.895	524.17	390.56	220.74	304.255	259.67	199.495
"AT1G76240"	2279.765	1414.315	1041.545	19881.415	6977.93	7149.435	4943.21	5518.41	3141.49	2943.135	4526.505	2979.66	1273.145	1782.635	1639.915	1664.63	2276.27	2198.01	1127.7	959.09	780.485	286.385	323.91	257.58
"AT1G27140"	306	157.135	110.97	571.99	502.4	388.33	114.935	122.745	115.92	91.23	61.735	45.395	52.49	35.77	43.695	76.915	76.53	76.64	52.43	35.11	20.835	39.65	51.985	43.725
"AT2G37330"	201.955	160.275	180.345	1025.115	667.155	637.305	188.915	205.17	184.05	198.22	212.475	289.165	20.795	36.215	44.345	94.54	71.715	82.475	23.45	31.45	30.195	125.66	142.09	165.97
"AT2G17550"	344.865	429.505	269.52	883.49	882.81	959.78	674.025	928.285	829.255	489.155	671.255	562.7	230.45	301.105	275.655	234.005	337.425	302.245	112.245	184.485	142.925	451.275	551.57	617.06
"AT1G03520"	218.46	235.395	206.425	451.86	456.19	520.04	370.69	486.68	484.29	322.275	413.9	365.8	126.125	173.115	149.935	145.515	158.15	152.935	100.09	127.99	135.365	273.12	310.34	275.21
"AT5G08130.1"	773.62	955.35	691.065	1047.195	1416.015	1253.655	1204.125	1448.015	1193.21	1055.81	1118.97	899.21	603.375	592.575	594.37	613.295	659.745	736.735	560.11	548.05	413.375	724.98	829.735	846.18
"AT1G67230"	1162.07	1299.825	1343.665	2133.975	2662.725	2548.54	1477.13	2473.115	1829.185	1044.22	1551.8	1263.06	1193.625	1363.66	1428.89	888.065	997.41	930.545	835.57	1079.065	653.395	1374.925	1912.45	2067.36
"AT5G43030"	244.335	241.26	185.22	1183.115	1415.705	1141.67	597.16	845.99	758.375	575.59	627.135	713.585	67.05	71.825	58.435	71.625	112.065	105.01	30.505	47.255	42.305	39.09	36.965	41.75
"AT2G02630"	224.925	215.445	156.025	895.57	860.355	877.545	601.03	520.765	560.845	300.92	514.465	500.14	20.705	17.135	17.6	21.82	18.695	17.685	9.52	17.225	22.325	23.255	23.49	24.835
"AT1G17060"	995.13	1166.74	926.975	5225.565	6115.985	7031.645	3221.28	4771.89	3988.235	2183.88	3707.65	3054.375	290.265	376.285	344.84	233.155	320.025	272.79	224.575	287.66	345.235	63.29	114.87	100.41
"AT2G45400"	1972.65	2359.925	2782.95	9810.835	11054.41	13051.19	3832.765	5222.36	5587.245	5249.68	7523.3	7996.865	155.29	137.365	163.495	195.695	196.23	220.9	134.76	138.97	155.395	127.695	160.525	189.965
"AT4G19030"	10549.635	9628.18	8042.075	61502.47	60986.33	93150.735	52580.89	52079.015	35959.39	45637.3	34580.925	20481.335	517.01	435.94	384.565	636.615	629.69	566.11	332.655	301.51	180.62	428.135	405.2	327.205
"AT1G33240"	1821.29	2079.09	1506.41	4522.615	4977.06	5735.25	3112.525	4536.43	3586.405	2620.71	4398.355	2977.84	1335.75	1760.685	1707.04	1635.42	1996.41	1885.26	919.95	1391.285	792.67	1582.1	2087.255	1911.105
"AT1G32090"	593.025	696.935	570.35	1999.28	2593.59	3348.655	1470.27	2162.625	1747.025	1233.84	1626.855	1374.625	707.045	826.64	925.09	582.41	701.605	706.245	516.605	637.45	584.61	698.63	896.815	812.65
"AT5G52280"	550.97	668.28	668.43	1643.81	1905.125	1981.215	894.825	1738.605	1338.59	704.605	1015.025	822.15	576.52	641.83	651.02	555.21	536.195	612.565	434.355	481.235	311.515	401.92	615.25	720.165
"AT1G22330"	959.535	1049.83	983.245	2617.705	2944.63	3278.43	1271.52	1714.58	1760.205	1007.51	1990.525	1731.085	635.37	714.165	732.215	545.985	695.81	739.205	286.935	457.87	329.17	812.915	1034.87	1098.705
"AT1G09250"	1258.86	1321.065	1402.535	5605.235	5303.87	4251.75	2054.005	2497.185	2732.525	2434.265	2822.705	2414.565	989.63	1266.27	1317.985	1365.405	1578.68	1623.35	911.54	1207.435	1062.685	871.83	852.46	889.775
"AT1G08500"	3254.095	3510.6	3558.26	23301.055	27560.755	26704.01	7514.68	10757.885	13308.285	9395.3	12338.285	10995.66	1771.225	2239.26	2731.025	2415.69	3015.98	3593.675	905.16	1359.35	1092.49	1279.495	1702.475	2310.99
"AT5G53250"	10333.65	11477.77	11633.73	49520.725	47895.685	35695.01	13200.555	18896.13	18076.89	13717.035	26804.68	26273.055	4684.41	7371.99	8819.495	4915.075	8302.66	8094.59	2536.825	4751.995	3449.755	11092.605	12372.635	12014.38
"AT5G41080"	1104.58	1755.4	1628.14	3329.67	4361.305	8196.825	2547.405	3984.28	4945.02	2134.905	3551.66	3015.67	614.19	954.79	1354.98	591.42	613.575	970.5	490	942.345	738.835	668.98	1142.5	1376.98
"AT4G20870"	2523.22	2428.285	2449.65	9362.08	9058.2	10428.57	3564.895	4862.04	4583.22	3235.37	3438.645	3579.54	2295.785	2743.825	2816.155	2243.76	2168	2440.585	1747.28	1919.885	1883.805	2949	2899.9	3336.16
"AT3G12710"	882.065	1214.05	916.45	3657.845	6234.125	5880.455	1133.665	1702.445	1525.745	1139.91	1677.195	1264.94	268.03	318.22	276.275	621.19	590.55	599.985	185.655	206.735	143.32	1410.27	1474.56	1470.565
"AT4G39050"	834.955	962.03	847.61	1995.655	2137.555	2267.4	914.485	1267.955	1084.785	875.885	1136.06	1012.535	1180.815	1211.56	1165.93	993.15	968.975	1039.38	951.725	922.195	840.91	764.805	998.345	1126.7
"AT1G66150"	1471	1513.535	1219.485	4780.88	5439.86	5157.91	2168.41	3404.01	2668.275	1855.885	2354.805	2356.01	2036.3	2387.965	2564.86	1933.51	2276.825	2093.795	1555.08	1573.67	1384.79	1637.915	1943.555	1725.04
"AT5G48900"	597.06	878.935	830.655	4279.9	6071.47	6391.34	1637.56	3286.4	4444.485	3274.575	5362.49	6649.275	206.385	215.59	216.48	433.13	359.31	452.175	77.745	136.91	91.67	287.645	309.585	403.655
"AT3G51660"	471.79	740.905	603.375	2512.34	3982.43	3318.715	1140.215	1699.56	2018.54	2282.275	4025.475	2815.655	31.955	29.445	44.465	69.7	90.21	63.9	36.54	57.815	49.325	38.37	44.595	35.12
"AT5G48560"	767.305	1106.685	840.635	2255.915	2861.165	3271.895	1662.085	2367.77	2046.275	2080.085	2485.9	2461.405	530.005	754.11	654.225	695.12	717.585	674.45	743.47	988.365	645.575	344.27	393.47	349.72
"AT5G67390.2"	610.645	991.53	710.81	1884.155	3193.77	2731.78	923.58	1908.91	1679.83	1736.34	2560.485	1820.7	346.81	499.42	649.915	286.78	477.45	423.715	424.255	536.615	415.94	1024.635	1133.395	1080.16
"AT3G05890"	24924.495	24876.92	22141.915	65314.23	74080.495	58181.58	37333.94	28974.78	39824.125	54065.21	50025.675	61195.005	19769.59	16986.365	23948.83	19041.535	21913.86	21148.235	16198.655	13921.86	11241.7	21811.795	18759.505	23944.245
"AT3G21680"	608.53	963.94	631.27	2006.88	3417.05	2539.875	1483.315	2495.43	2411.335	1892.28	3510.53	2095.525	63.87	108.18	115.405	391.4	727.445	556.745	35.005	63.82	40.01	41.29	59.915	54.875
"AT2G17300"	740.38	1047.905	747.83	2146.775	2619.825	2047.32	1116.705	2285.21	1733.75	1444.065	2803.975	2056.505	514.74	839.605	712.65	861.57	1254.94	1108.54	254.23	460.865	297.105	608.16	613.58	515.3
"AT4G35320"	1945.83	2510.175	2065.79	4481.63	4783.37	3751.605	2325.51	3474.115	2443.13	3120.87	4300.73	3333.6	1145.14	1712.66	1592.18	1460.39	1989.655	1723.165	723.51	1192	832.25	1587.255	1583.28	1266.005
"AT5G15350"	12907.84	12927.455	13470.28	31771.265	33087.215	24649.255	22694.435	30603.13	27386.215	26842.41	33387.7	30863.51	15318.165	16266.27	18917.51	15544.295	15959.645	18038.56	10302.97	12016.21	10190.265	13832.015	14648.155	14627.685
"AT3G07470"	1990.6	1855.055	2324.165	6894.88	7656.545	7071.5	5083.28	6785.89	5943.35	5661.555	7579.87	7880.42	2027.05	2411.325	2765.655	2447.435	3157.92	3021.96	1375.215	1602.435	1867.325	975.01	1080.17	1132.51
"AT3G48570"	978.835	908.3	987.2	2973.005	3179.62	2150.935	1671.215	1845.81	1777.02	2466.38	3355.06	2317.49	482.7	757.44	764.045	952.195	1118.14	947.67	982.06	1095.86	944.425	353.57	328.57	333.16
"AT4G25250"	2707.195	2944.565	2513.85	12846.435	17693.31	14527.68	10573.24	20160.75	14217.875	9024.235	17012.58	12349.735	140.6	198.2	201.25	98.855	175.195	147.945	63.895	137.96	83.945	127.41	199.905	217.795
"AT3G28180"	1054.01	1495.85	1111.06	2787.835	4034.44	4360.5	2721.035	5886.175	3945.805	3298.67	5304.93	3909.875	650.455	930.965	672.165	836.76	973.655	898.105	424.165	759.965	548.22	657.315	941.915	788.855
"AT4G38400"	657.425	668.655	582.31	4858.79	3679.35	4286.685	1684.565	4584.015	3897.57	3161.02	4943.705	4053.795	39.105	83.94	86.115	157.75	89.585	114.125	55.145	87.44	169.765	249.535	473.17	593.525
"AT2G02680"	396.185	483.345	412.585	1199.935	1326.25	1412.49	1245.905	1218.77	995.35	977.375	1790.66	1406.145	129.305	118.73	121.775	209.7	251.805	232.47	74.435	180.35	98.91	196.605	259.135	226.22
"AT2G46140"	2276.46	2022.485	2175.025	8710.52	7332.605	6199.98	5413.655	5898.8	6100.135	6771.49	6777.295	5811.285	137.635	146.335	168.74	234.075	222.005	220.415	162.29	164.37	148.01	464.965	452.05	583.79
"AT2G18980"	9027.285	5975.18	5922.06	29441.755	26826.02	25454.725	24914.18	32265.63	34595.18	23899.39	25635.86	22006.34	549.14	439.37	582.815	723.02	719.07	733.035	286.43	297.595	238.915	430.71	478.185	608.47
"AT5G07110"	3263.9	3685.445	3247.375	12153.405	10166.8	7957.695	7484.93	11598.09	7409.775	5574.47	8437.72	7625.395	1560.225	2447.535	2073.625	2141.75	2304.115	2009.41	1022.845	1671.56	1184.235	2944.275	3322.245	2948.32
"AT4G23070"	182.085	227.165	179.4	792.865	618.835	754.695	405.73	763.015	633.455	232.91	516.39	453.67	88.455	117.95	137.865	58.975	83.08	82.085	54.72	99.385	105.845	8.3	13.5	18.63
"AT5G47550"	415.17	498.25	627.215	2255.17	2706.07	1760.01	1574.785	1774.27	1697.315	2934.11	3290.42	3410.495	147.925	228.1	227.79	203.685	260.565	236.46	195.68	227.275	252.205	32.275	42.53	41.845
"AT5G46230"	1154.265	1110.39	1361.13	4149.165	5096	2772.675	3335.775	4051.455	3147.52	4233.37	5695.37	4858.26	314.55	486.22	487.155	853.695	855.97	712.295	387.285	550.865	367.865	270.02	314.52	323.325
"AT3G08030"	4834.07	2927.44	3553.36	15317.205	15340.16	11834.85	17517.465	12625.095	14829.655	23484.73	23017.96	25881.705	1619.905	1489.115	1492.135	4100.425	3183.705	3523.785	1437.15	1327.215	1558.82	4284.19	4054.57	4034.265
"AT5G47540"	656.755	773.84	629.02	1545.57	1243.755	1765.58	1446.095	1761.71	1750.545	2039.66	2322.88	1922.275	453.055	699.71	570.535	569.985	674.215	642.075	560.03	656.475	616.39	203.66	243.665	224.635
"AT4G30410.1"	475.25	498.655	446.015	987.83	1285.47	1240.63	880.43	1067.755	972.225	1203.87	1707.23	1485.385	361.935	416.045	462.625	660.745	722.78	770.065	193.135	278.94	214.275	500.975	672.28	676.735
"AT2G47270"	1538.785	1908.135	1697.015	5311.235	9904.38	6388.025	1457.315	2347.87	4281.135	8653.115	9972.02	7313.755	532.44	503.755	509.96	2314.965	2230.055	2376.675	563.5	629.34	476.01	2146.435	2298.385	2533.19
"AT4G29960"	1205.08	1236.57	1421.445	1957.07	2312.545	1974.855	1599.295	2009.26	2161.92	1698.42	2315.19	2155.495	1588.215	1713.43	1901.345	1651.45	1715.97	1746.63	1549.39	1577.635	1763.23	1398.44	1455.11	1562.39
"AT4G14750"	620.97	763.57	517.89	2135.5	3006.12	2160.675	1325.095	2115.945	2039.63	1847.605	2333.72	1744.835	761.275	1225.33	1158.99	1312.565	1503.55	1412.285	851.035	1054.19	925.165	84.29	129.605	116.87
"AT4G25260"	1994.325	1891.98	1863.58	2808.845	5306.22	3661.175	3565.73	6007.04	5810.095	4330.525	7846.72	7522.61	2072.865	2300.36	2329.135	4967.035	4987.395	4778.16	1891.495	2293.63	1795.855	148.835	179.285	249.175
"AT2G26360"	173.365	248.49	198.015	309.16	319.51	402.915	216.11	331	468.185	295.935	369.925	392.24	245.36	286.59	240.585	178.415	229.765	204.33	240.885	267.59	257.64	150.375	166.325	161.825
"AT4G00150"	371.715	490.245	302.09	532.535	541.85	945.475	490.775	545.475	537.8	516.135	668.675	602.42	318.69	336.555	252.685	614.165	688.86	578.74	382.95	389.33	239.19	292.315	275.69	268.645
"AT5G49360"	308.005	756.505	458.56	220.41	561.085	621.06	66.485	497.25	1365.35	170.135	446.29	564.82	190.735	273.195	257.115	244.87	305.44	325.81	62.535	102.985	77.9	117.35	352.54	299.68
"AT3G53520.4"	1451.12	1458.835	1439.575	2193.99	1889.955	2072.235	1721.445	2073.885	2206.295	2110.935	1915.24	2108.07	2033.815	2006.025	2157.62	1689.865	1710.435	1858.72	1625.945	1695.005	1777.75	1810.73	1823.385	1969.545
"AT1G17360"	317.015	373.105	304.99	531.84	425.265	607.005	472.255	703.875	452.02	377.28	525.52	409.82	488.15	566.495	571.065	347.73	403.405	399.865	389.5	485.105	413.29	314.275	425.115	479.24
"AT5G39760"	118.46	197.185	220.215	25.915	35.99	77.155	163.005	108.76	104.735	153.365	200.83	186.65	17.22	30.545	22.39	41.915	55.495	53.93	25.575	41.2	28.09	186.875	180.675	181.725
"AT4G33440"	359.235	510.7	412.86	87.05	129.115	179.59	420.17	645.77	503.855	511.475	728.455	635.99	87.585	132.52	107.175	76.69	82.505	89.99	116.32	121.06	124.5	739.14	632.85	585.055
"AT3G49220"	526.37	543.94	575.645	500.435	526.7	420.71	305.645	417.67	288.045	375.76	514.075	477.735	59.075	59.025	50.065	87.27	84.13	102.58	43.25	42.8	40.99	485.83	530.195	527.72
"AT5G01320"	2.695	3.645	3.03	4.515	0	1.88	1.075	3.445	4.905	1.76	4.525	1.945	0.61	0.445	0.77	0	0.46	0	0	0	0	3.965	2.19	0.42
"AT2G03480"	506.935	524.43	386.99	514.54	493.31	575.5	491.205	696.995	535.55	396.85	464.89	328.725	375.235	487.11	463.325	348.785	415.11	397.23	311.835	389.81	278.52	777.66	815.085	778.285
"AT3G06070"	412.37	424.21	256.265	270.685	438.94	352.47	298.445	679.305	688.44	257.095	683.81	422.975	130.485	216.55	183.965	240.815	305.535	211.34	72.815	164.155	96.155	632.965	717.7	623.625
"AT1G65010.1-Protein"	376.225	416.715	250.695	481.18	593.165	497.015	611.955	932.51	700.465	434.99	516.385	397.45	355.835	393.34	302.535	328.67	322.25	308.695	258.645	303.29	243.875	523.18	624.1	587.9
"AT2G41740"	1308.905	1371.23	1380.865	1793.76	1550.165	1946.32	2797.63	3175.855	2647.26	1753.69	2118.725	2087.755	1274.585	1308.59	1387.14	1120.665	1236.23	1164.725	937.625	1075.96	899.495	1980.505	2050.855	2106.05
"AT4G27430.1"	1139.67	1693.315	1732.86	1160.255	1744.37	1905.555	2039.68	2792.235	2525.08	2111.385	2215.095	2287.62	1255.49	1294.42	1396.45	1151.66	1348.295	1402.615	851.045	973.41	823.675	1908.585	2225.425	2179.835
"AT1G09750"	123.77	85.13	90.44	48.545	33.34	89.685	17.71	20.76	30.735	26.67	32.035	41.15	15.78	10.78	15.125	15.8	13.04	19.325	9.6	13.28	12.21	12.26	8.46	17.85
"AT4G27480.1-Protein"	39.365	39.935	26.7	44.095	43.98	63.92	23.23	30.485	23.7	13.47	11.725	14.81	13.21	6.59	6.42	7.69	11.37	12.85	11.73	8.92	7.385	7.48	10.795	8.765
"AT3G52920.1"	3665.24	2861.68	2701.125	1807.39	2209.79	1823.355	190.65	291.05	343.195	923.635	735.325	985.655	3989.46	5841.525	6514.24	3758.33	4718.82	4315.235	2264.645	3630.195	2362.62	7512.05	8340.395	8846.13
"AT4G20170"	234.35	350.785	284.09	129.82	167.225	223.74	63.2	168.025	111.89	120.1	166.08	166.855	400.695	542.8	430.085	326.36	450.98	409.915	293.735	378.83	313.035	446.21	566.11	495.38
"AT1G62480"	38932.02	37053.67	39543.305	10134.13	16811.335	15946.93	5887.785	13116.655	23360.805	16915.815	25500.795	36076.855	39527.785	51987.125	67556.125	60814.395	72016.17	95303.195	31084.55	36739.075	37699.525	91147.355	101681.395	109653.225
"AT3G05910"	2718.67	2239.825	2559.935	1286.17	1232.79	1387.145	2081.21	2684.415	2928.145	2411.805	2506.27	3056.53	3780.625	4031.42	3709.405	3579.64	3389.81	3546.525	3679.635	3662.7	3346.58	4775.665	4856.84	5771.935
"AT3G16570"	845.625	493.415	677.215	589.13	441.63	280.905	609.555	138.365	175.015	424.205	153.9	189.14	873.625	526.63	676.225	730.66	574.805	632.625	888.93	568.01	578.23	1210.175	1064.78	1326.63
"AT3G24715"	48.735	86.92	77.855	24.995	50.59	75.63	61.755	108.56	69.78	24.85	49.055	60.075	87.59	110.42	103.88	46.855	51.775	77.42	74.855	65.29	45.4	91.44	154.13	145.98
"AT5G44670"	300.545	449.725	307.625	306.92	327.485	483.905	159.59	329.855	195.02	150.215	251.695	208.855	448.52	568.095	498.785	281.31	421.365	390.69	218.965	313.99	260.54	479.635	574.88	549.015
"AT2G31085"	655.955	500.515	855.195	327.88	366.435	418.02	27.075	25.35	58.5	56.02	48.845	52.805	31.3	20.475	44.44	77.32	63.045	57.785	21.33	19.29	26.875	754.94	547.565	1043.44
"AT4G21310"	565.17	446.985	484.765	211.065	217.805	199.635	45.55	41.885	45.475	51.16	63.405	55.955	32.74	36.645	45.98	57.835	56.735	56.09	49.365	55.315	47.29	797.06	697.615	733.395
"AT2G31940.1-Protein"	202.71	184.43	216.09	92.7	143.875	129.91	13.97	21.515	31.405	35.29	31.095	38.105	60.075	61.305	76.035	100.84	108.725	104.11	86.67	103.82	80.565	197.935	179.355	286.62
"AT4G20210"	84.615	90.31	74.54	67.77	73.265	60.255	18.785	25.88	18.84	15.39	9.76	16.505	42.99	53.235	56.775	35.52	34.345	30.19	36.625	29.74	35.305	276.65	299.475	336.955
"AT1G12080.1"	19053.595	19513.65	21904.425	4588.23	7609.115	6578.545	813.12	1235.7	1316.13	556.81	920.565	904.105	583.15	695.83	1128.665	664.54	822.865	731.785	401.9	500.69	484.38	53606.885	69937.925	82111.685
"AT1G52190"	290.3	195.46	158.555	51.32	57.245	64.47	15.43	11.79	15.73	18.65	12.41	12.5	17.7	11.225	16.255	9.09	18.07	14.13	16.4	16.925	11.92	991.65	756.3	777.26
"AT2G32280"	1804.64	1693.32	2335.425	735.24	946.605	799.9	135.4	169.55	184.84	342.09	297.835	491.25	972.89	485.315	632.73	707.375	633.435	819.16	618.15	572.635	642.43	5950.465	5210.755	5673.375
"AT5G35670"	126.62	98.88	87.235	170.88	141.24	188.375	22.215	21.515	25.53	14.055	14.85	9.585	12.47	18.005	17.485	15.8	8.91	12.505	10.03	19.045	10.215	327.485	440.07	501.62
"AT5G47370"	1289.83	924.87	1052.78	3938.21	2008.395	1704.335	568.94	301.555	395.025	928.705	735.57	686.95	790.79	895.34	922.47	879.135	671.685	792.815	633.865	687.795	645.99	2421.24	2907.665	2655.41
"AT1G64460"	234.765	329.985	331.25	378.535	411.38	511.205	176.71	179.405	206.74	208.865	280.19	280.445	184.105	159.18	176.265	197.45	203.565	203.86	191.855	167.855	210.91	437.33	422.345	397.905
"AT3G24040"	799.305	736.01	810	1368.265	1556.735	1649.465	799.28	813.88	950.455	679.025	649.99	830.845	1043.61	1032.31	1195.71	1076.12	1063.965	1222.565	927.94	727.29	1097.38	1368.785	1241.345	1377.375
"AT4G37250"	559.28	632.94	721.045	1463.15	1893.985	1975.7	99.315	140.095	106.095	110.505	118.11	127.615	502.36	753.47	710.83	265.685	415.89	389.525	314.125	447.475	400.225	1270.91	1300.99	1563.91
